,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,H_GPa
data_726,grad12-Nb measure 5 indent 1,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,7.942796869632466
data_728,grad12-Nb measure 5 indent 3,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,7.896955603765526
data_729,grad12-Nb measure 5 indent 4,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,7.84917495991276
data_730,grad12-Nb measure 5 indent 5,6.53,67.37,11.61,4.05,10.44,6.84,71.9,12.79,2.23,6.23,7.721607646410874
data_731,grad12-Nb measure 6 indent 1,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,8.156183152863502
data_732,grad12-Nb measure 6 indent 2,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,8.617938517562024
data_733,grad12-Nb measure 6 indent 3,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,8.84849007079358
data_734,grad12-Nb measure 6 indent 4,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,8.75444743427078
data_735,grad12-Nb measure 6 indent 5,6.95,63.0,12.82,5.03,12.2,7.38,68.12,14.32,2.8,7.38,8.904948204390676
data_736,grad12-Nb measure 7 indent 1,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,8.915466149656107
data_737,grad12-Nb measure 7 indent 2,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,9.002105133296787
data_738,grad12-Nb measure 7 indent 3,7.21,59.27,13.6,6.4,13.54,7.75,64.95,15.39,3.61,8.3,8.767530164658845
data_741,grad12-Nb measure 8 indent 1,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,8.837668093947977
data_742,grad12-Nb measure 8 indent 2,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,8.766344606319418
data_743,grad12-Nb measure 8 indent 3,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,9.61349587605137
data_744,grad12-Nb measure 8 indent 4,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,8.69215786424267
data_745,grad12-Nb measure 8 indent 5,7.7,55.17,14.35,7.73,15.05,8.41,61.32,16.47,4.43,9.36,9.581010251750957
data_746,grad12-Nb measure 9 indent 1,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,9.350659048929703
data_747,grad12-Nb measure 9 indent 2,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,9.161293144220782
data_748,grad12-Nb measure 9 indent 3,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,9.712868859854217
data_749,grad12-Nb measure 9 indent 4,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,8.957160215936385
data_750,grad12-Nb measure 9 indent 5,8.31,51.55,14.86,8.81,16.47,9.19,58.04,17.28,5.11,10.38,9.832255145042698
data_751,grad12-Nb measure 10 indent 1,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,9.068621098982454
data_752,grad12-Nb measure 10 indent 2,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,11.12700517765523
data_753,grad12-Nb measure 10 indent 3,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,11.52664066061795
data_754,grad12-Nb measure 10 indent 4,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,9.549883154959597
data_755,grad12-Nb measure 10 indent 5,8.93,47.55,15.47,10.23,17.82,10.02,54.31,18.25,6.03,11.39,9.289704207123144
data_756,grad12-Nb measure 11 indent 1,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,8.872684417963612
data_757,grad12-Nb measure 11 indent 2,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,9.590466122133087
data_758,grad12-Nb measure 11 indent 3,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,10.595030140415364
data_759,grad12-Nb measure 11 indent 4,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,10.68647298772617
data_760,grad12-Nb measure 11 indent 5,9.28,43.24,16.21,11.72,19.56,10.59,50.23,19.45,7.02,12.72,8.22055924281658
data_762,grad12-Nb measure 12 indent 2,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,11.48149252910331
data_764,grad12-Nb measure 12 indent 4,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,10.754874885360557
data_765,grad12-Nb measure 12 indent 5,9.5,39.78,16.77,12.78,21.17,10.99,46.88,20.41,7.76,13.96,10.569586457934477
data_766,grad12-Nb measure 13 indent 1,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,10.791743292327755
data_767,grad12-Nb measure 13 indent 2,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,10.798327626738322
data_768,grad12-Nb measure 13 indent 3,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,10.991396337069137
data_769,grad12-Nb measure 13 indent 4,9.69,35.6,17.11,14.07,23.53,11.43,42.79,21.23,8.72,15.83,10.96137880659074
data_771,grad12-TiZrCrMo measure 1 indent 1,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,9.84404977381028
data_772,grad12-TiZrCrMo measure 1 indent 2,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,11.015015515348562
data_773,grad12-TiZrCrMo measure 1 indent 3,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,11.107817721468518
data_774,grad12-TiZrCrMo measure 1 indent 4,9.93,33.59,17.22,14.73,24.53,11.83,40.74,21.56,9.21,16.65,10.634112906051183
data_776,grad12-TiZrCrMo measure 2 indent 1,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,10.952823419745426
data_777,grad12-TiZrCrMo measure 2 indent 2,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,10.726496627679005
data_778,grad12-TiZrCrMo measure 2 indent 3,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,10.910418813414761
data_779,grad12-TiZrCrMo measure 2 indent 4,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,11.249846858313198
data_780,grad12-TiZrCrMo measure 2 indent 5,10.33,30.54,17.85,15.45,25.84,12.44,37.45,22.61,9.77,17.73,10.87089799626168
data_782,grad12-TiZrCrMo measure 3 indent 2,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,11.218450328662035
data_783,grad12-TiZrCrMo measure 3 indent 3,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,11.215788277658092
data_784,grad12-TiZrCrMo measure 3 indent 4,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,11.144195722054498
data_785,grad12-TiZrCrMo measure 3 indent 5,10.79,27.62,18.36,16.14,27.1,13.14,34.25,23.5,10.31,18.8,11.090207893396347
data_786,grad12-TiZrCrMo measure 4 indent 1,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,11.262700975289622
data_787,grad12-TiZrCrMo measure 4 indent 2,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,11.439205191228897
data_788,grad12-TiZrCrMo measure 4 indent 3,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,11.30156842313827
data_789,grad12-TiZrCrMo measure 4 indent 4,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,11.167855721230127
data_790,grad12-TiZrCrMo measure 4 indent 5,10.97,24.8,18.86,17.19,28.18,13.52,31.12,24.45,11.12,19.79,11.180206203338583
data_791,grad12-TiZrCrMo measure 5 indent 1,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,11.082502807734947
data_792,grad12-TiZrCrMo measure 5 indent 2,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,11.546046463963318
data_793,grad12-TiZrCrMo measure 5 indent 3,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,11.55027126537379
data_794,grad12-TiZrCrMo measure 5 indent 4,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,11.254115053036482
data_795,grad12-TiZrCrMo measure 5 indent 5,11.26,22.12,19.12,18.1,29.4,14.05,28.1,25.09,11.86,20.91,11.320794997446725
data_796,grad12-TiZrCrMo measure 6 indent 1,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,11.462475802352985
data_797,grad12-TiZrCrMo measure 6 indent 2,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,11.36897175465584
data_798,grad12-TiZrCrMo measure 6 indent 3,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,11.539476660811431
data_799,grad12-TiZrCrMo measure 6 indent 4,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,11.413129583390667
data_800,grad12-TiZrCrMo measure 6 indent 5,11.74,19.41,19.53,18.76,30.56,14.8,24.92,25.9,12.42,21.96,11.435287380668562
data_801,grad12-TiZrCrMo measure 7 indent 1,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,11.448118051568198
data_802,grad12-TiZrCrMo measure 7 indent 2,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,11.68415287508209
data_803,grad12-TiZrCrMo measure 7 indent 3,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,11.512581383761498
data_804,grad12-TiZrCrMo measure 7 indent 4,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,11.59060912855355
data_805,grad12-TiZrCrMo measure 7 indent 5,12.04,16.61,20.08,19.73,31.53,15.36,21.58,26.93,13.21,22.92,11.627675313049515
data_806,grad12-TiZrCrMo measure 8 indent 1,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,11.4663664935501
data_807,grad12-TiZrCrMo measure 8 indent 2,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,11.591162970155635
data_808,grad12-TiZrCrMo measure 8 indent 3,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,11.611917681172567
data_809,grad12-TiZrCrMo measure 8 indent 4,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,11.788565553187626
data_810,grad12-TiZrCrMo measure 8 indent 5,12.48,14.48,20.33,20.21,32.5,16.05,18.97,27.5,13.65,23.82,11.425724439580009
data_811,grad12-TiZrCrMo measure 9 indent 1,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,11.595248783425147
data_812,grad12-TiZrCrMo measure 9 indent 2,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,11.308772526695563
data_813,grad12-TiZrCrMo measure 9 indent 3,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,11.919176068472524
data_814,grad12-TiZrCrMo measure 9 indent 4,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,11.656830388077065
data_815,grad12-TiZrCrMo measure 9 indent 5,12.9,12.08,20.79,20.98,33.25,16.75,15.97,28.38,14.3,24.6,11.692044273644047
data_816,grad12-TiZrCrMo measure 10 indent 1,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,11.660912926441705
data_817,grad12-TiZrCrMo measure 10 indent 2,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,11.904627257866824
data_818,grad12-TiZrCrMo measure 10 indent 3,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,11.80949890235961
data_819,grad12-TiZrCrMo measure 10 indent 4,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,11.70939757814764
data_820,grad12-TiZrCrMo measure 10 indent 5,13.41,9.67,21.02,21.83,34.07,17.58,12.92,29.0,15.03,25.47,11.726756783558876
data_822,grad12-TiZrCrMo measure 11 indent 2,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,11.678686673932555
data_823,grad12-TiZrCrMo measure 11 indent 3,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,11.552387987961545
data_824,grad12-TiZrCrMo measure 11 indent 4,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,11.854613542126087
data_825,grad12-TiZrCrMo measure 11 indent 5,13.86,8.02,21.44,22.18,34.49,18.26,10.77,29.72,15.35,25.9,11.475194480373155
data_826,grad12-TiZrCrMo measure 12 indent 1,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,11.556363644955544
data_827,grad12-TiZrCrMo measure 12 indent 2,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,11.646566875416735
data_828,grad12-TiZrCrMo measure 12 indent 3,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,11.766932727167829
data_829,grad12-TiZrCrMo measure 12 indent 4,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,11.76285744165682
data_830,grad12-TiZrCrMo measure 12 indent 5,14.26,6.7,21.86,21.94,35.25,18.84,9.01,30.37,15.22,26.55,11.637535187279806
data_831,grad13-Nb measure 1 indent 1,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,4.675724413228055
data_832,grad13-Nb measure 1 indent 2,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,5.002113524048917
data_833,grad13-Nb measure 1 indent 3,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,4.5428732848876505
data_834,grad13-Nb measure 1 indent 4,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,4.486112381961437
data_835,grad13-Nb measure 1 indent 5,0.0,83.09,12.81,4.1,0.0,0.0,84.41,13.44,2.15,0.0,4.6406194182111555
data_836,grad13-Nb measure 2 indent 1,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,3.704407322805376
data_837,grad13-Nb measure 2 indent 2,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,5.049188585643964
data_838,grad13-Nb measure 2 indent 3,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,4.581117367460926
data_839,grad13-Nb measure 2 indent 4,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,4.196473636525795
data_840,grad13-Nb measure 2 indent 5,0.0,83.98,15.2,0.82,0.0,0.0,83.89,15.68,0.42,0.0,3.342150332518397
data_841,grad13-Nb measure 3 indent 1,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,4.452686732152395
data_842,grad13-Nb measure 3 indent 2,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,4.550697838569249
data_843,grad13-Nb measure 3 indent 3,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,4.552601191626551
data_844,grad13-Nb measure 3 indent 4,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,4.484056777656921
data_845,grad13-Nb measure 3 indent 5,0.0,82.46,16.98,0.55,0.0,0.0,82.23,17.49,0.28,0.0,4.5315100065316845
data_846,grad13-Nb measure 4 indent 1,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,4.805621033532413
data_847,grad13-Nb measure 4 indent 2,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,4.749196251523042
data_848,grad13-Nb measure 4 indent 3,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,4.7702890541997185
data_849,grad13-Nb measure 4 indent 4,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,4.612368192610356
data_850,grad13-Nb measure 4 indent 5,0.0,80.09,18.88,1.03,0.0,0.0,80.0,19.47,0.53,0.0,4.65871698551808
data_851,grad13-Nb measure 5 indent 1,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,5.048547318397778
data_852,grad13-Nb measure 5 indent 2,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,5.053299573405799
data_853,grad13-Nb measure 5 indent 3,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,5.074307560783737
data_854,grad13-Nb measure 5 indent 4,0.0,77.34,21.22,1.44,0.0,0.0,77.34,21.91,0.74,0.0,5.119566112586213
data_856,grad13-Nb measure 6 indent 1,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,5.465838893728662
data_857,grad13-Nb measure 6 indent 2,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,5.430824038428983
data_858,grad13-Nb measure 6 indent 3,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,5.471911266080694
data_859,grad13-Nb measure 6 indent 4,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,5.438687166634697
data_860,grad13-Nb measure 6 indent 5,0.0,74.74,23.2,2.06,0.0,0.0,74.92,24.02,1.06,0.0,5.526787750826507
data_861,grad13-Nb measure 7 indent 1,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,5.826719683553456
data_862,grad13-Nb measure 7 indent 2,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,5.6591532500649455
data_863,grad13-Nb measure 7 indent 3,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,5.994392478869286
data_864,grad13-Nb measure 7 indent 4,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,5.838495600690507
data_865,grad13-Nb measure 7 indent 5,0.0,72.01,25.23,2.76,0.0,0.0,72.38,26.19,1.43,0.0,5.7877952798463035
data_866,grad13-Nb measure 8 indent 1,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,6.259202350455755
data_867,grad13-Nb measure 8 indent 2,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,6.235117120203614
data_868,grad13-Nb measure 8 indent 3,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,6.29990911507624
data_870,grad13-Nb measure 8 indent 5,0.0,68.33,27.9,3.76,0.0,0.0,68.96,29.08,1.96,0.0,6.273209566265833
data_872,grad13-Nb measure 9 indent 2,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,6.702612268306163
data_873,grad13-Nb measure 9 indent 3,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,6.6859859696978745
data_874,grad13-Nb measure 9 indent 4,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,6.657823841023709
data_875,grad13-Nb measure 9 indent 5,0.0,64.85,30.18,4.97,0.0,0.0,65.78,31.62,2.6,0.0,6.646100498559425
data_876,grad13-Nb measure 10 indent 1,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,7.088633723233005
data_877,grad13-Nb measure 10 indent 2,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,6.683994433134404
data_878,grad13-Nb measure 10 indent 3,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,7.070686666574181
data_879,grad13-Nb measure 10 indent 4,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,7.082623352415685
data_880,grad13-Nb measure 10 indent 5,0.0,61.03,33.04,5.93,0.0,0.0,62.15,34.74,3.11,0.0,6.188871762297106
data_881,grad13-Nb measure 11 indent 1,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,7.43596703124506
data_882,grad13-Nb measure 11 indent 2,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,7.426377024001251
data_883,grad13-Nb measure 11 indent 3,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,7.45369812242224
data_884,grad13-Nb measure 11 indent 4,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,7.44805480743903
data_885,grad13-Nb measure 11 indent 5,0.0,58.8,36.19,5.01,0.0,0.0,59.54,37.84,2.62,0.0,7.425326527586845
data_886,grad13-Nb measure 12 indent 1,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,7.7618281168625645
data_888,grad13-Nb measure 12 indent 3,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,7.753877672281316
data_889,grad13-Nb measure 12 indent 4,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,7.711902864164497
data_890,grad13-Nb measure 12 indent 5,0.0,55.31,38.64,6.05,0.0,0.0,56.25,40.58,3.17,0.0,7.803525056615076
data_891,grad13-TiMo measure 1 indent 1,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,8.054003870259777
data_892,grad13-TiMo measure 1 indent 2,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,7.9926686374763145
data_893,grad13-TiMo measure 1 indent 3,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,7.965648572521291
data_894,grad13-TiMo measure 1 indent 4,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,7.97725141495499
data_895,grad13-TiMo measure 1 indent 5,0.0,53.86,40.51,5.63,0.0,0.0,54.63,42.43,2.94,0.0,8.006387688395128
data_896,grad13-TiMo measure 2 indent 1,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,8.438724183385073
data_897,grad13-TiMo measure 2 indent 2,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,8.419559566480817
data_898,grad13-TiMo measure 2 indent 3,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,8.212262008581261
data_899,grad13-TiMo measure 2 indent 4,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,8.31452034896447
data_900,grad13-TiMo measure 2 indent 5,0.0,50.67,43.26,6.07,0.0,0.0,51.46,45.36,3.18,0.0,8.279855271033597
data_901,grad13-TiMo measure 3 indent 1,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,10.254627167991574
data_902,grad13-TiMo measure 3 indent 2,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,10.184975981950533
data_903,grad13-TiMo measure 3 indent 3,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,8.918476438379011
data_904,grad13-TiMo measure 3 indent 4,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,9.482790074285408
data_905,grad13-TiMo measure 3 indent 5,0.0,43.37,42.51,14.12,0.0,0.0,45.87,46.43,7.7,0.0,10.500642693813747
data_906,grad13-TiMo measure 4 indent 1,0.0,37.51,40.83,21.67,0.0,0.0,41.29,46.41,12.3,0.0,7.97313085855597
data_907,grad13-TiMo measure 4 indent 2,0.0,37.51,40.83,21.67,0.0,0.0,41.29,46.41,12.3,0.0,7.280045053465736
data_909,grad13-TiMo measure 4 indent 4,0.0,37.51,40.83,21.67,0.0,0.0,41.29,46.41,12.3,0.0,8.581508945796347
data_910,grad13-TiMo measure 4 indent 5,0.0,37.51,40.83,21.67,0.0,0.0,41.29,46.41,12.3,0.0,9.019843403716738
data_911,grad13-TiMo measure 5 indent 1,0.0,33.41,41.9,24.69,0.0,0.0,37.37,48.39,14.24,0.0,9.186122716656934
data_912,grad13-TiMo measure 5 indent 2,0.0,33.41,41.9,24.69,0.0,0.0,37.37,48.39,14.24,0.0,8.132336180941
data_913,grad13-TiMo measure 5 indent 3,0.0,33.41,41.9,24.69,0.0,0.0,37.37,48.39,14.24,0.0,8.526224485193918
data_914,grad13-TiMo measure 5 indent 4,0.0,33.41,41.9,24.69,0.0,0.0,37.37,48.39,14.24,0.0,8.3327298088186
data_915,grad13-TiMo measure 5 indent 5,0.0,33.41,41.9,24.69,0.0,0.0,37.37,48.39,14.24,0.0,9.208892702892753
data_916,grad13-TiMo measure 6 indent 1,0.0,29.68,42.4,27.91,0.0,0.0,33.78,49.84,16.38,0.0,8.30573605174752
data_917,grad13-TiMo measure 6 indent 2,0.0,29.68,42.4,27.91,0.0,0.0,33.78,49.84,16.38,0.0,8.93713176766161
data_918,grad13-TiMo measure 6 indent 3,0.0,29.68,42.4,27.91,0.0,0.0,33.78,49.84,16.38,0.0,8.827785249043515
data_919,grad13-TiMo measure 6 indent 4,0.0,29.68,42.4,27.91,0.0,0.0,33.78,49.84,16.38,0.0,7.76671221003504
data_920,grad13-TiMo measure 6 indent 5,0.0,29.68,42.4,27.91,0.0,0.0,33.78,49.84,16.38,0.0,7.69374630194055
data_921,grad13-TiMo measure 7 indent 1,0.0,26.3,42.81,30.89,0.0,0.0,30.43,51.14,18.43,0.0,8.358226197182711
data_922,grad13-TiMo measure 7 indent 2,0.0,26.3,42.81,30.89,0.0,0.0,30.43,51.14,18.43,0.0,10.327267105017308
data_923,grad13-TiMo measure 7 indent 3,0.0,26.3,42.81,30.89,0.0,0.0,30.43,51.14,18.43,0.0,9.11255784549381
data_924,grad13-TiMo measure 7 indent 4,0.0,26.3,42.81,30.89,0.0,0.0,30.43,51.14,18.43,0.0,8.305244266018956
data_925,grad13-TiMo measure 7 indent 5,0.0,26.3,42.81,30.89,0.0,0.0,30.43,51.14,18.43,0.0,10.456672734367372
data_926,grad13-TiMo measure 8 indent 1,0.0,23.19,44.03,32.78,0.0,0.0,27.1,53.14,19.75,0.0,9.107427467352132
data_927,grad13-TiMo measure 8 indent 2,0.0,23.19,44.03,32.78,0.0,0.0,27.1,53.14,19.75,0.0,9.001484417783015
data_928,grad13-TiMo measure 8 indent 3,0.0,23.19,44.03,32.78,0.0,0.0,27.1,53.14,19.75,0.0,10.1305437337776
data_929,grad13-TiMo measure 8 indent 4,0.0,23.19,44.03,32.78,0.0,0.0,27.1,53.14,19.75,0.0,9.918809545620126
data_930,grad13-TiMo measure 8 indent 5,0.0,23.19,44.03,32.78,0.0,0.0,27.1,53.14,19.75,0.0,9.666029628598558
data_931,grad13-TiMo measure 9 indent 1,0.0,20.46,45.08,34.46,0.0,0.0,24.13,54.91,20.96,0.0,9.201711680365934
data_932,grad13-TiMo measure 9 indent 2,0.0,20.46,45.08,34.46,0.0,0.0,24.13,54.91,20.96,0.0,9.98014180027289
data_933,grad13-TiMo measure 9 indent 3,0.0,20.46,45.08,34.46,0.0,0.0,24.13,54.91,20.96,0.0,10.212733923682544
data_934,grad13-TiMo measure 9 indent 4,0.0,20.46,45.08,34.46,0.0,0.0,24.13,54.91,20.96,0.0,9.433082260915226
data_935,grad13-TiMo measure 9 indent 5,0.0,20.46,45.08,34.46,0.0,0.0,24.13,54.91,20.96,0.0,9.75124603454552
