,Indent,Zr_at,Nb_at,Mo_at,Ti_at,Cr_at,Zr_m,Nb_m,Mo_m,Ti_m,Cr_m,E_GPa
data_209,grad7-NbZr measure 7 indent 4,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,151.06845452014605
data_210,grad7-NbZr measure 7 indent 5,25.54,32.96,19.76,0.0,21.74,27.68,36.38,22.52,0.0,13.42,144.66614977540016
data_211,grad7-NbZr measure 8 indent 1,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,134.84500982083648
data_212,grad7-NbZr measure 8 indent 2,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,132.7547454220812
data_213,grad7-NbZr measure 8 indent 3,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,135.62998619564712
data_214,grad7-NbZr measure 8 indent 4,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,133.66751483088035
data_215,grad7-NbZr measure 8 indent 5,28.1,36.11,17.29,0.0,18.5,30.01,39.29,19.43,0.0,11.26,135.17502029972673
data_216,grad7-NbZr measure 9 indent 1,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,138.85619603923354
data_219,grad7-NbZr measure 9 indent 4,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,138.41142136185115
data_220,grad7-NbZr measure 9 indent 5,28.81,38.14,16.37,0.0,16.68,30.53,41.16,18.24,0.0,10.08,137.69658595242467
data_221,grad7-NbZr measure 10 indent 1,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,135.11033033548426
data_222,grad7-NbZr measure 10 indent 2,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,130.03395860621123
data_223,grad7-NbZr measure 10 indent 3,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,132.05225146736547
data_224,grad7-NbZr measure 10 indent 4,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,135.5770575880328
data_225,grad7-NbZr measure 10 indent 5,30.39,40.66,14.54,0.0,14.42,31.88,43.45,16.04,0.0,8.62,128.3937696590139
data_226,grad7-NbZr measure 11 indent 1,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,126.17839309809884
data_227,grad7-NbZr measure 11 indent 2,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,128.11767014731186
data_228,grad7-NbZr measure 11 indent 3,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,124.66129847555419
data_229,grad7-NbZr measure 11 indent 4,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,125.14978664573573
data_230,grad7-NbZr measure 11 indent 5,31.29,42.99,13.35,0.0,12.37,32.54,45.53,14.6,0.0,7.33,124.86558709565432
data_231,grad8-CrMo measure 1 indent 1,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,250.40299056317946
data_232,grad8-CrMo measure 1 indent 2,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,243.10583342384678
data_233,grad8-CrMo measure 1 indent 3,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,254.1184654547219
data_234,grad8-CrMo measure 1 indent 4,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,252.7497804239278
data_235,grad8-CrMo measure 1 indent 5,3.75,0.0,33.97,5.33,56.95,5.02,0.0,47.81,3.74,43.43,250.08527583250105
data_236,grad8-CrMo measure 2 indent 1,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,251.019332443471
data_237,grad8-CrMo measure 2 indent 2,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,252.20665555527458
data_240,grad8-CrMo measure 2 indent 5,4.23,0.0,33.24,6.22,56.31,5.67,0.0,46.89,4.38,43.05,251.13027749068152
data_241,grad8-CrMo measure 3 indent 1,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,264.1575128155615
data_242,grad8-CrMo measure 3 indent 2,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,264.4288698154813
data_243,grad8-CrMo measure 3 indent 3,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,259.91526870299367
data_244,grad8-CrMo measure 3 indent 4,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,269.44866083136077
data_245,grad8-CrMo measure 3 indent 5,4.83,0.0,32.63,6.93,55.61,6.48,0.0,46.07,4.89,42.55,252.49155894190687
data_246,grad8-CrMo measure 4 indent 1,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,246.48070242557716
data_247,grad8-CrMo measure 4 indent 2,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,253.5020129931702
data_248,grad8-CrMo measure 4 indent 3,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,254.45089635848944
data_249,grad8-CrMo measure 4 indent 4,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,271.1187667290517
data_250,grad8-CrMo measure 4 indent 5,5.32,0.0,31.67,8.35,54.65,7.17,0.0,44.91,5.91,42.0,258.06514429454035
data_251,grad8-CrMo measure 5 indent 1,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,252.62601824058157
data_252,grad8-CrMo measure 5 indent 2,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,256.38098211891014
data_253,grad8-CrMo measure 5 indent 3,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,263.7818284462537
data_254,grad8-CrMo measure 5 indent 4,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,265.01350389976534
data_255,grad8-CrMo measure 5 indent 5,6.06,0.0,31.12,9.63,53.2,8.17,0.0,44.13,6.82,40.89,258.93437272933676
data_256,grad8-CrMo measure 6 indent 1,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,254.06466856424845
data_257,grad8-CrMo measure 6 indent 2,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,249.6308914026473
data_258,grad8-CrMo measure 6 indent 3,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,256.0701048298227
data_259,grad8-CrMo measure 6 indent 4,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,255.81941224204704
data_260,grad8-CrMo measure 6 indent 5,6.76,0.0,30.37,11.17,51.71,9.13,0.0,43.14,7.92,39.81,251.21345550873167
data_262,grad8-CrMo measure 7 indent 2,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,253.54187303004596
data_263,grad8-CrMo measure 7 indent 3,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,251.4952758486423
data_265,grad8-CrMo measure 7 indent 5,7.56,0.0,29.43,13.11,49.9,10.24,0.0,41.92,9.32,38.52,253.27511902755455
data_267,grad8-CrMo measure 8 indent 2,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,232.78943678099884
data_268,grad8-CrMo measure 8 indent 3,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,234.82134335686857
data_270,grad8-CrMo measure 8 indent 5,8.42,0.0,28.69,14.88,48.01,11.42,0.0,40.89,10.59,37.1,231.20946938028663
data_271,grad8-CrMo measure 9 indent 1,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,181.72686270951294
data_272,grad8-CrMo measure 9 indent 2,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,182.3369304035914
data_273,grad8-CrMo measure 9 indent 3,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,184.20982340874485
data_274,grad8-CrMo measure 9 indent 4,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,186.19958355778476
data_275,grad8-CrMo measure 9 indent 5,9.57,0.0,27.75,16.72,45.95,12.98,0.0,39.59,11.91,35.52,178.0853305492426
data_276,grad8-CrMo measure 10 indent 1,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,176.78580238664625
data_277,grad8-CrMo measure 10 indent 2,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,173.6765735840984
data_278,grad8-CrMo measure 10 indent 3,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,178.55054240970617
data_279,grad8-CrMo measure 10 indent 4,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,177.17775544898686
data_280,grad8-CrMo measure 10 indent 5,10.7,0.0,26.82,18.93,43.56,14.52,0.0,38.28,13.49,33.7,177.7563585534328
data_281,grad8-CrMo measure 11 indent 1,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,173.96535333078134
data_282,grad8-CrMo measure 11 indent 2,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,172.75804926311704
data_283,grad8-CrMo measure 11 indent 3,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,172.42947804606956
data_284,grad8-CrMo measure 11 indent 4,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,169.66948595327852
data_285,grad8-CrMo measure 11 indent 5,11.79,0.0,25.76,21.37,41.09,16.03,0.0,36.85,15.26,31.86,163.1326633244403
data_286,grad8-TiZr measure 1 indent 1,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,163.76883032045995
data_287,grad8-TiZr measure 1 indent 2,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,162.89321281388675
data_288,grad8-TiZr measure 1 indent 3,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,161.0551997066189
data_289,grad8-TiZr measure 1 indent 4,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,166.60451678405423
data_290,grad8-TiZr measure 1 indent 5,12.61,0.0,24.92,23.17,39.3,17.18,0.0,35.71,16.58,30.53,163.98000198623933
data_291,grad8-TiZr measure 2 indent 1,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,161.26703129612406
data_292,grad8-TiZr measure 2 indent 2,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,165.50059548680287
data_293,grad8-TiZr measure 2 indent 3,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,155.2934187693016
data_294,grad8-TiZr measure 2 indent 4,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,162.4729284019598
data_295,grad8-TiZr measure 2 indent 5,13.78,0.0,23.76,25.87,36.6,18.82,0.0,34.13,18.55,28.5,161.26943827918254
data_296,grad8-TiZr measure 3 indent 1,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,151.2625278949274
data_297,grad8-TiZr measure 3 indent 2,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,155.70764368127612
data_298,grad8-TiZr measure 3 indent 3,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,155.49705661327005
data_299,grad8-TiZr measure 3 indent 4,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,160.97419121066662
data_300,grad8-TiZr measure 3 indent 5,15.05,0.0,22.46,28.61,33.88,20.61,0.0,32.36,20.58,26.46,155.39886675532176
data_301,grad8-TiZr measure 4 indent 1,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,151.98554090028844
data_302,grad8-TiZr measure 4 indent 2,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,145.94606644962005
data_303,grad8-TiZr measure 4 indent 3,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,146.55980709995015
data_304,grad8-TiZr measure 4 indent 4,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,149.23004607227097
data_305,grad8-TiZr measure 4 indent 5,16.24,0.0,20.92,31.57,31.27,22.35,0.0,30.29,22.82,24.54,143.63847353703875
data_306,grad8-TiZr measure 5 indent 1,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,138.5234097618856
data_307,grad8-TiZr measure 5 indent 2,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,146.78580979292414
data_308,grad8-TiZr measure 5 indent 3,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,147.1943529952707
data_309,grad8-TiZr measure 5 indent 4,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,136.88348776854775
data_310,grad8-TiZr measure 5 indent 5,17.48,0.0,19.61,34.37,28.55,24.13,0.0,28.48,24.92,22.47,142.57783060275864
data_311,grad8-TiZr measure 6 indent 1,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,137.39786916894656
data_312,grad8-TiZr measure 6 indent 2,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,134.48323466592157
data_313,grad8-TiZr measure 6 indent 3,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,137.5486095335754
data_314,grad8-TiZr measure 6 indent 4,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,134.26717427983579
data_315,grad8-TiZr measure 6 indent 5,18.8,0.0,18.06,37.34,25.8,26.07,0.0,26.35,27.19,20.39,134.46228543747853
data_316,grad8-TiZr measure 7 indent 1,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,130.23024919566598
data_317,grad8-TiZr measure 7 indent 2,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,130.61050393929094
data_318,grad8-TiZr measure 7 indent 3,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,130.99765711094506
data_319,grad8-TiZr measure 7 indent 4,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,127.57463837222004
data_320,grad8-TiZr measure 7 indent 5,19.99,0.0,16.52,40.33,23.17,27.86,0.0,24.21,29.52,18.41,133.15199132326822
data_321,grad8-TiZr measure 8 indent 1,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,125.66932496765601
data_322,grad8-TiZr measure 8 indent 2,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,117.83021896477634
data_323,grad8-TiZr measure 8 indent 3,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,122.58109182022835
data_324,grad8-TiZr measure 8 indent 4,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,120.84288958256423
data_325,grad8-TiZr measure 8 indent 5,21.35,0.0,15.19,42.74,20.72,29.83,0.0,22.32,31.35,16.5,121.61202136043595
data_326,grad8-TiZr measure 9 indent 1,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,116.00623635688731
data_327,grad8-TiZr measure 9 indent 2,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,114.68206826754772
data_328,grad8-TiZr measure 9 indent 3,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,114.81158147338058
data_329,grad8-TiZr measure 9 indent 4,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,119.63040911571298
data_330,grad8-TiZr measure 9 indent 5,22.55,0.0,13.51,45.8,18.15,31.69,0.0,19.97,33.8,14.54,118.52074696254505
data_331,grad8-TiZr measure 10 indent 1,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,111.74532735426475
data_333,grad8-TiZr measure 10 indent 3,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,108.64224909797434
data_334,grad8-TiZr measure 10 indent 4,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,114.95660376145455
data_335,grad8-TiZr measure 10 indent 5,23.95,0.0,11.89,48.55,15.61,33.8,0.0,17.65,35.98,12.56,115.02777353261655
data_336,grad8-TiZr measure 11 indent 1,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,113.44760913723842
data_337,grad8-TiZr measure 11 indent 2,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,118.39301170947935
data_338,grad8-TiZr measure 11 indent 3,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,119.09753937422666
data_339,grad8-TiZr measure 11 indent 4,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,116.6754717642616
data_340,grad8-TiZr measure 11 indent 5,24.54,0.0,11.5,49.03,14.92,34.61,0.0,17.07,36.32,12.0,109.04729556287103
data_341,grad9-NbCr measure 1 indent 1,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,160.43472470258797
data_342,grad9-NbCr measure 1 indent 2,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,163.03775214810292
data_343,grad9-NbCr measure 1 indent 3,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,154.275103923636
data_344,grad9-NbCr measure 1 indent 4,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,165.5984677936767
data_345,grad9-NbCr measure 1 indent 5,3.31,31.5,0.0,5.31,59.87,4.97,44.0,0.0,3.59,47.45,158.78918688106282
data_346,grad9-NbCr measure 2 indent 1,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,163.87110455742595
data_347,grad9-NbCr measure 2 indent 2,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,168.86088503748246
data_348,grad9-NbCr measure 2 indent 3,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,171.80158639260742
data_349,grad9-NbCr measure 2 indent 4,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,173.32927644370295
data_350,grad9-NbCr measure 2 indent 5,4.31,30.5,0.0,6.31,58.87,5.97,43.0,0.0,4.59,46.45,175.45878292350943
data_351,grad9-NbCr measure 3 indent 1,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,173.66335938907037
data_353,grad9-NbCr measure 3 indent 3,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,179.4684025245297
data_355,grad9-NbCr measure 3 indent 5,5.52,28.91,0.0,8.57,57.0,7.67,40.92,0.0,6.26,45.15,175.58838320262035
data_356,grad9-NbCr measure 4 indent 1,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,170.15978489611092
data_357,grad9-NbCr measure 4 indent 2,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,167.1320288539143
data_358,grad9-NbCr measure 4 indent 3,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,169.89951143648605
data_359,grad9-NbCr measure 4 indent 4,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,178.65401647519425
data_360,grad9-NbCr measure 4 indent 5,6.26,28.4,0.0,9.9,55.44,8.7,40.18,0.0,7.22,43.9,171.8546159689957
data_361,grad9-NbCr measure 5 indent 1,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,170.28291470227407
data_362,grad9-NbCr measure 5 indent 2,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,171.9333005115443
data_363,grad9-NbCr measure 5 indent 3,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,178.95769240941848
data_364,grad9-NbCr measure 5 indent 4,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,171.06630729320003
data_365,grad9-NbCr measure 5 indent 5,7.06,27.53,0.0,11.31,54.1,9.83,39.0,0.0,8.27,42.9,176.7732997479367
data_366,grad9-NbCr measure 6 indent 1,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,171.0213982580243
data_367,grad9-NbCr measure 6 indent 2,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,168.22216417603778
data_368,grad9-NbCr measure 6 indent 3,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,178.72918097707242
data_369,grad9-NbCr measure 6 indent 4,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,177.53187615484268
data_370,grad9-NbCr measure 6 indent 5,7.89,26.83,0.0,13.12,52.16,10.99,38.03,0.0,9.59,41.39,176.47083580185222
data_371,grad9-NbCr measure 7 indent 1,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,163.85248865544702
data_372,grad9-NbCr measure 7 indent 2,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,170.83371814053334
data_373,grad9-NbCr measure 7 indent 3,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,165.4044282606427
data_374,grad9-NbCr measure 7 indent 4,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,163.77359126537385
data_375,grad9-NbCr measure 7 indent 5,8.9,26.03,0.0,14.95,50.13,12.39,36.91,0.0,10.93,39.78,172.02899552334804
data_376,grad9-NbCr measure 8 indent 1,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,163.04524501058089
data_377,grad9-NbCr measure 8 indent 2,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,163.87026095045192
data_378,grad9-NbCr measure 8 indent 3,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,162.74798808414897
data_379,grad9-NbCr measure 8 indent 4,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,167.7179842275021
data_380,grad9-NbCr measure 8 indent 5,9.68,25.27,0.0,17.07,47.99,13.49,35.88,0.0,12.5,38.13,160.68520894870994
data_381,grad9-NbCr measure 9 indent 1,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,158.4176730545941
data_382,grad9-NbCr measure 9 indent 2,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,157.8400676526777
data_383,grad9-NbCr measure 9 indent 3,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,159.93931169071226
data_384,grad9-NbCr measure 9 indent 4,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,155.98530433638854
data_385,grad9-NbCr measure 9 indent 5,10.75,24.54,0.0,19.12,45.59,14.98,34.82,0.0,13.99,36.21,155.9592456843481
data_386,grad9-NbCr measure 10 indent 1,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,156.27185868005338
data_387,grad9-NbCr measure 10 indent 2,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,155.3502947869249
data_388,grad9-NbCr measure 10 indent 3,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,157.91322435900042
data_390,grad9-NbCr measure 10 indent 5,11.71,23.59,0.0,21.5,43.2,16.35,33.53,0.0,15.76,34.37,155.61407355421792
data_391,grad9-NbCr measure 11 indent 1,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,151.0645823177371
data_392,grad9-NbCr measure 11 indent 2,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,147.50356351789804
data_393,grad9-NbCr measure 11 indent 3,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,151.40546898422951
data_394,grad9-NbCr measure 11 indent 4,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,147.6012708761989
data_395,grad9-NbCr measure 11 indent 5,12.86,22.81,0.0,23.93,40.4,17.94,32.41,0.0,17.53,32.12,152.11029130369593
data_396,grad9-NbCr measure 12 indent 1,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,147.50514108381526
data_397,grad9-NbCr measure 12 indent 2,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,149.1429222770603
data_399,grad9-NbCr measure 12 indent 4,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,148.37274585488674
data_400,grad9-NbCr measure 12 indent 5,13.93,21.89,0.0,26.5,37.68,19.46,31.13,0.0,19.43,29.99,151.28764982677575
data_401,grad9-NbCr measure 13 indent 1,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,148.28164546449145
data_402,grad9-NbCr measure 13 indent 2,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,152.11112060387455
data_403,grad9-NbCr measure 13 indent 3,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,147.3961760633571
data_404,grad9-NbCr measure 13 indent 4,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,155.70181385145463
data_405,grad9-NbCr measure 13 indent 5,14.07,21.61,0.0,26.86,37.47,19.66,30.76,0.0,19.72,29.85,149.2633136707862
data_406,grad9-TiZr measure 1 indent 1,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,108.10116822679271
data_407,grad9-TiZr measure 1 indent 2,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,105.63731347358538
data_408,grad9-TiZr measure 1 indent 3,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,108.77812073186436
data_409,grad9-TiZr measure 1 indent 4,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,104.90993601147251
data_410,grad9-TiZr measure 1 indent 5,15.25,20.54,0.0,29.87,34.34,21.34,29.29,0.0,21.96,27.41,103.75812336449704
data_411,grad9-TiZr measure 2 indent 1,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,129.41891132856958
data_412,grad9-TiZr measure 2 indent 2,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,130.53548600158234
data_413,grad9-TiZr measure 2 indent 3,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,126.25230952932444
data_414,grad9-TiZr measure 2 indent 4,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,124.2996313341219
data_415,grad9-TiZr measure 2 indent 5,16.44,19.52,0.0,32.58,31.46,23.04,27.86,0.0,23.97,25.13,130.6851914447216
data_416,grad9-TiZr measure 3 indent 1,17.49,18.3,0.0,35.52,28.69,24.58,26.21,0.0,26.22,22.99,123.33256973275547
data_417,grad9-TiZr measure 3 indent 2,17.49,18.3,0.0,35.52,28.69,24.58,26.21,0.0,26.22,22.99,132.98104017209516
data_418,grad9-TiZr measure 3 indent 3,17.49,18.3,0.0,35.52,28.69,24.58,26.21,0.0,26.22,22.99,127.47923883652845
data_419,grad9-TiZr measure 3 indent 4,17.49,18.3,0.0,35.52,28.69,24.58,26.21,0.0,26.22,22.99,128.41311684651907
data_420,grad9-TiZr measure 3 indent 5,17.49,18.3,0.0,35.52,28.69,24.58,26.21,0.0,26.22,22.99,132.21468633842738
